-5.0 33.2523552166
-4.8 30.3564672719
-4.6 27.3957766343
-4.4 24.2519735981
-4.2 21.103111041
-4.0 18.8286260584
-3.8 16.1822412779
-3.6 13.1774608735
-3.4 11.5344504866
-3.2 8.98193059713
-3.0 7.15013901781
-2.8 5.58275143869
-2.6 4.45938111717
-2.4 3.22502694433
-2.2 2.01020440519
-2.0 0.687911335293
-1.8 -0.322593578874
-1.6 -0.775856737207
-1.4 -1.43524917031
-1.2 -2.33627311944
-1.0 -2.19224440373
-0.8 -2.71826821048
-0.6 -2.76135179615
-0.4 -2.52583496309
-0.2 -2.02585689966
4.4408920985e-15 -1.38142232654
0.2 -0.497483662378
0.4 -0.153625371611
0.6 0.965246853301
0.8 1.91900435638
1.0 3.895615782
1.2 4.82132478471
1.4 6.21517191409
1.6 8.79618068717
1.8 10.8746016369
2.0 12.688894241
2.2 14.4220290032
2.4 17.4579954542
2.6 20.1778616814
2.8 22.653254982
3.0 25.9681387627
3.2 29.0035560068
3.4 31.6763033953
3.6 35.2614294337
3.8 38.2983550049
4.0 42.9464088481
4.2 46.7912748988
4.4 50.5144505946
4.6 54.1772575322
4.8 58.5026944882
5.0 63.0808426122
5.2 68.4856480452
5.4 72.6017432968
5.6 77.7431939596
5.8 83.2663844132
6.0 88.2633380996
6.2 94.0158754785
6.4 99.9830350779
6.6 105.592179903
6.8 111.236809817
7.0 117.384539825
7.2 124.273387125
7.4 130.58233093
7.6 136.894122096
7.8 143.9215666
8.0 150.080114253
8.2 157.600682606
8.4 165.104555252
8.6 172.590740965
8.8 179.421174092
9.0 187.616469934
9.2 195.163660349
9.4 203.218754835
9.6 211.581639357
9.8 219.853839405
10.0 228.988739161
10.2 237.144967652
10.4 246.429956315
10.6 255.518252556
10.8 264.556812343
11.0 273.450367259
11.2 283.172088367
11.4 292.308166328
11.6 302.379238235
11.8 311.893733878
12.0 322.189408774
12.2 332.82186962
12.4 343.408864765
12.6 353.400373246
12.8 364.482235788
13.0 375.486343302
13.2 386.168257717
13.4 398.289295476
13.6 409.301155417
13.8 420.861097488
14.0 432.793582906
14.2 444.875160048
14.4 456.170752304
14.6 468.702354528
14.8 481.238365985
15.0 493.464451591
15.2 506.38443434
15.4 519.265998394
15.6 531.619909466
15.8 545.466451548
16.0 558.077806497
16.2 571.66039879
16.4 585.509520189
16.6 599.903353087
16.8 613.013618834
17.0 627.758264546
17.2 641.743119655
17.4 656.521328436
17.6 670.929727714
17.8 685.53958088
18.0 700.864910617
18.2 715.233145802
18.4 731.033749871
18.6 745.989533537
18.8 761.361405023
19.0 777.809924466
19.2 793.071934073
19.4 809.378312505
19.6 826.049753264
19.8 842.304182336
20.0 858.690646525
20.2 874.911923732
20.4 892.240880387
20.6 908.994171469
20.8 926.484117985
21.0 943.225638615
21.2 961.243401428
21.4 979.097957814
21.6 995.960162716
21.8 1013.91581835
22.0 1032.96189308
22.2 1051.24023833
22.4 1068.91806174
22.6 1087.57176203
22.8 1106.37609018
23.0 1125.29923271
23.2 1144.11151902
23.4 1164.25181556
23.6 1183.09089254
23.8 1202.72149979
24.0 1222.25736387
24.2 1242.66814929
24.4 1262.2499712
24.6 1282.89807063
24.8 1302.9733319
25.0 1323.51301271
