10	40.6229933511	0
11	79.8870226201	0
12	73.8755008841	0
13	63.2469597182	0
14	5.07229430646	0
15	36.4806690399	0
16	96.315340831	0
17	59.9895881412	1
18	79.0964952047	1
19	6.36567961622	0
20	8.03904468712	0
21	54.0324796802	0
22	23.6399833561	0
23	82.4804384911	0
24	5.3376449228	0
25	28.8515127815	0
26	45.1906628655	0
27	93.0195867355	1
28	50.4211229279	0
29	49.9099030473	0
30	11.946145825	0
31	85.903940421	1
32	70.6781143626	1
33	5.00448703923	0
34	1.28772433872	0
35	70.7932702749	1
36	49.6350124665	0
37	35.8962807711	0
38	97.1550581184	1
39	34.9038476757	0
40	11.4541037088	0
41	42.5388219675	1
42	97.3495601333	1
43	92.6144789316	1
44	50.6771325247	1
45	76.6896061588	1
46	63.3211935388	1
47	12.4624233179	0
48	71.168504134	1
49	36.5119242938	1
50	29.8217446921	1
51	60.1855771376	1
52	66.4033825132	1
53	63.5491956564	1
54	37.167989668	1
55	31.8134275673	1
56	44.167741106	1
57	49.7264815811	1
58	1.92355660869	1
59	52.3355909409	1
60	19.4791475182	1
61	0.98281863937	1
62	38.9504968563	1
63	39.2656345314	1
64	97.7843055971	1
65	97.5667390504	1
66	68.0378212877	1
67	47.127119892	1
68	51.5364772266	1
69	4.36639960312	1
70	28.2573088174	1
71	23.46830118	1
72	14.3154161735	1
73	61.578961779	0
74	21.2911682186	1
75	9.21446343016	1
76	70.2475502148	1
77	88.2745127277	1
78	35.0865736986	1
79	35.5799401649	1
80	70.1287661594	1
81	8.00997032194	1
82	66.8025249357	1
83	60.9725312616	1
84	1.09863240588	1
85	82.4507267569	1
86	96.3358119059	1
87	70.0701926865	1
88	13.1776684721	1
89	9.1929775579	1
